"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"WR","Mack Hollins",3000,"SF@PHI 10/29/2017 01:00PM ET",3.629,"PHI"
"WR","Shelton Gibson",3000,"SF@PHI 10/29/2017 01:00PM ET",0,"PHI"
"WR","Victor Bolden Jr.",3000,"SF@PHI 10/29/2017 01:00PM ET",0.000,"SF"
"WR","Kendrick Bourne",3000,"SF@PHI 10/29/2017 01:00PM ET",0.000,"SF"
"RB","Fozzy Whittaker",3000,"CAR@TB 10/29/2017 01:00PM ET",2.233,"CAR"
"WR","Kaelin Clay",3000,"CAR@TB 10/29/2017 01:00PM ET",0.950,"CAR"
"WR","Bernard Reedy",3000,"CAR@TB 10/29/2017 01:00PM ET",0.550,"TB"
"WR","Damiere Byrd",3000,"CAR@TB 10/29/2017 01:00PM ET",0.300,"CAR"
"RB","Cameron Artis-Payne",3000,"CAR@TB 10/29/2017 01:00PM ET",0.000,"CAR"
"RB","Peyton Barber",3000,"CAR@TB 10/29/2017 01:00PM ET",0.817,"TB"
"WR","Chris Godwin",3000,"CAR@TB 10/29/2017 01:00PM ET",2.100,"TB"
"RB","Alex Armah",3000,"CAR@TB 10/29/2017 01:00PM ET",0.000,"CAR"
"RB","Jordan Todman",3000,"HOU@SEA 10/29/2017 04:05PM ET",0.000,"HOU"
"RB","Jay Prosch",3000,"HOU@SEA 10/29/2017 04:05PM ET",0.467,"HOU"
"TE","C.J. Fiedorowicz",3000,"HOU@SEA 10/29/2017 04:05PM ET",8.600,"HOU"
"WR","Braxton Miller",3000,"HOU@SEA 10/29/2017 04:05PM ET",3.250,"HOU"
"RB","Tre Madden",3000,"HOU@SEA 10/29/2017 04:05PM ET",0.150,"SEA"
"WR","Tanner McEvoy",3000,"HOU@SEA 10/29/2017 04:05PM ET",-0.167,"SEA"
"WR","Amara Darboh",3000,"HOU@SEA 10/29/2017 04:05PM ET",1.750,"SEA"
"WR","Chris Thompson",3000,"HOU@SEA 10/29/2017 04:05PM ET",0.967,"HOU"
"WR","Brian Quick",3000,"DAL@WAS 10/29/2017 04:25PM ET",0.420,"WAS"
"RB","Keith Smith",3000,"DAL@WAS 10/29/2017 04:25PM ET",0.500,"DAL"
"WR","Ryan Switzer",3000,"DAL@WAS 10/29/2017 04:25PM ET",0.183,"DAL"
"WR","Noah Brown",3000,"DAL@WAS 10/29/2017 04:25PM ET",0.575,"DAL"
"WR","Darrius Heyward-Bey",3000,"PIT@DET 10/29/2017 08:30PM ET",0.814,"PIT"
"WR","Jared Abbrederis",3000,"PIT@DET 10/29/2017 08:30PM ET",1.850,"DET"
"WR","Justin Hunter",3000,"PIT@DET 10/29/2017 08:30PM ET",1.550,"PIT"
"RB","Roosevelt Nix",3000,"PIT@DET 10/29/2017 08:30PM ET",0.000,"PIT"
"TE","Eric Ebron",3000,"PIT@DET 10/29/2017 08:30PM ET",4.867,"DET"
"WR","Eli Rogers",3000,"PIT@DET 10/29/2017 08:30PM ET",2.480,"PIT"
"RB","Terrell Watson",3000,"PIT@DET 10/29/2017 08:30PM ET",0.114,"PIT"
"RB","Tion Green",3000,"PIT@DET 10/29/2017 08:30PM ET",0,"DET"
"DST","Bills ",2900,"OAK@BUF 10/29/2017 01:00PM ET",9.333,"BUF"
"TE","Antonio Gates",2900,"LAC@NE 10/29/2017 01:00PM ET",4.414,"LAC"
"TE","Coby Fleener",2900,"CHI@NO 10/29/2017 01:00PM ET",6.683,"NO"
"TE","O.J. Howard",2900,"CAR@TB 10/29/2017 01:00PM ET",8.250,"TB"
"DST","Steelers ",2900,"PIT@DET 10/29/2017 08:30PM ET",9.857,"PIT"
"TE","David Njoku",2800,"MIN@CLE 10/29/2017 09:30AM ET",7.386,"CLE"
"DST","Raiders ",2800,"OAK@BUF 10/29/2017 01:00PM ET",3.571,"OAK"
"DST","Panthers ",2800,"CAR@TB 10/29/2017 01:00PM ET",7.429,"CAR"
"TE","Stephen Anderson",2800,"HOU@SEA 10/29/2017 04:05PM ET",4.520,"HOU"
"TE","Jesse James",2800,"PIT@DET 10/29/2017 08:30PM ET",6.443,"PIT"
"TE","Dwayne Allen",2700,"LAC@NE 10/29/2017 01:00PM ET",0.000,"NE"
"DST","Texans ",2700,"HOU@SEA 10/29/2017 04:05PM ET",9.333,"HOU"
"TE","Seth DeValve",2600,"MIN@CLE 10/29/2017 09:30AM ET",5.914,"CLE"
"TE","Logan Thomas",2600,"OAK@BUF 10/29/2017 01:00PM ET",1.750,"BUF"
"DST","Buccaneers ",2600,"CAR@TB 10/29/2017 01:00PM ET",6.000,"TB"
"TE","Luke Willson",2600,"HOU@SEA 10/29/2017 04:05PM ET",4.950,"SEA"
"DST","Lions ",2600,"PIT@DET 10/29/2017 08:30PM ET",13.000,"DET"
"TE","Vance McDonald",2600,"PIT@DET 10/29/2017 08:30PM ET",1.550,"PIT"
"TE","Kevin McDermott",2500,"MIN@CLE 10/29/2017 09:30AM ET",0.000,"MIN"
"TE","Blake Bell",2500,"MIN@CLE 10/29/2017 09:30AM ET",0.314,"MIN"
"TE","Randall Telfer",2500,"MIN@CLE 10/29/2017 09:30AM ET",0.629,"CLE"
"TE","David Morgan",2500,"MIN@CLE 10/29/2017 09:30AM ET",0.000,"MIN"
"TE","Lee Smith",2500,"OAK@BUF 10/29/2017 01:00PM ET",0.771,"OAK"
"TE","Clive Walford",2500,"OAK@BUF 10/29/2017 01:00PM ET",0.371,"OAK"
"TE","Khari Lee",2500,"OAK@BUF 10/29/2017 01:00PM ET",0.000,"BUF"
"TE","Clark Harris",2500,"IND@CIN 10/29/2017 01:00PM ET",0.000,"CIN"
"TE","Ryan Hewitt",2500,"IND@CIN 10/29/2017 01:00PM ET",0.650,"CIN"
"TE","Brandon Williams",2500,"IND@CIN 10/29/2017 01:00PM ET",2.171,"IND"
"TE","Erik Swoope",2500,"IND@CIN 10/29/2017 01:00PM ET",0,"IND"
"TE","C.J. Uzomah",2500,"IND@CIN 10/29/2017 01:00PM ET",1.725,"CIN"
"TE","Henry Krieger-Coble",2500,"IND@CIN 10/29/2017 01:00PM ET",0.000,"IND"
"TE","Cethan Carter",2500,"IND@CIN 10/29/2017 01:00PM ET",0.000,"CIN"
"TE","Darrell Daniels",2500,"IND@CIN 10/29/2017 01:00PM ET",0.800,"IND"
"DST","Chargers ",2500,"LAC@NE 10/29/2017 01:00PM ET",8.571,"LAC"
"TE","Sean McGrath",2500,"LAC@NE 10/29/2017 01:00PM ET",0.333,"LAC"
"TE","Sean Culkin",2500,"LAC@NE 10/29/2017 01:00PM ET",0.000,"LAC"
"TE","Jacob Hollister",2500,"LAC@NE 10/29/2017 01:00PM ET",0.733,"NE"
"DST","Bears ",2500,"CHI@NO 10/29/2017 01:00PM ET",9.429,"CHI"
"TE","Andrew DePaola",2500,"CHI@NO 10/29/2017 01:00PM ET",0.000,"CHI"
"TE","Michael Hoomanawanui",2500,"CHI@NO 10/29/2017 01:00PM ET",2.467,"NO"
"TE","Josh Hill",2500,"CHI@NO 10/29/2017 01:00PM ET",1.200,"NO"
"TE","Dion Sims",2500,"CHI@NO 10/29/2017 01:00PM ET",3.114,"CHI"
"TE","Daniel Brown",2500,"CHI@NO 10/29/2017 01:00PM ET",0.000,"CHI"
"TE","Adam Shaheen",2500,"CHI@NO 10/29/2017 01:00PM ET",1.029,"CHI"
"TE","Levine Toilolo",2500,"ATL@NYJ 10/29/2017 01:00PM ET",0.850,"ATL"
"TE","Eric Tomlinson",2500,"ATL@NYJ 10/29/2017 01:00PM ET",2.500,"NYJ"
"TE","Eric Saubert",2500,"ATL@NYJ 10/29/2017 01:00PM ET",0.000,"ATL"
"TE","Jordan Leggett",2500,"ATL@NYJ 10/29/2017 01:00PM ET",0.000,"NYJ"
"TE","Brent Celek",2500,"SF@PHI 10/29/2017 01:00PM ET",0.700,"PHI"
"TE","Logan Paulsen",2500,"SF@PHI 10/29/2017 01:00PM ET",0.000,"SF"
"TE","Kyle Nelson",2500,"SF@PHI 10/29/2017 01:00PM ET",0.000,"SF"
"TE","Garrett Celek",2500,"SF@PHI 10/29/2017 01:00PM ET",2.100,"SF"
"TE","Trey Burton",2500,"SF@PHI 10/29/2017 01:00PM ET",2.557,"PHI"
"TE","Cole Hikutini",2500,"SF@PHI 10/29/2017 01:00PM ET",0.750,"SF"
"TE","Luke Stocker",2500,"CAR@TB 10/29/2017 01:00PM ET",0.250,"TB"
"TE","Chris Manhertz",2500,"CAR@TB 10/29/2017 01:00PM ET",0.300,"CAR"
"TE","Antony Auclair",2500,"CAR@TB 10/29/2017 01:00PM ET",0.000,"TB"
"TE","Tyler Ott",2500,"HOU@SEA 10/29/2017 04:05PM ET",0.000,"SEA"
"TE","Nick Vannett",2500,"HOU@SEA 10/29/2017 04:05PM ET",1.083,"SEA"
"TE","Niles Paul",2500,"DAL@WAS 10/29/2017 04:25PM ET",0.800,"WAS"
"TE","James Hanna",2500,"DAL@WAS 10/29/2017 04:25PM ET",1.633,"DAL"
"TE","Jeremy Sprinkle",2500,"DAL@WAS 10/29/2017 04:25PM ET",0.000,"WAS"
"TE","Rico Gathers",2500,"DAL@WAS 10/29/2017 04:25PM ET",0,"DAL"
"TE","Geoff Swaim",2500,"DAL@WAS 10/29/2017 04:25PM ET",0.283,"DAL"
"TE","Darren Fells",2500,"PIT@DET 10/29/2017 08:30PM ET",6.350,"DET"
"TE","Xavier Grimble",2500,"PIT@DET 10/29/2017 08:30PM ET",0.367,"PIT"
"TE","Michael Roberts",2500,"PIT@DET 10/29/2017 08:30PM ET",0.417,"DET"
"DST","Patriots ",2400,"LAC@NE 10/29/2017 01:00PM ET",5.000,"NE"
"DST","Redskins ",2400,"DAL@WAS 10/29/2017 04:25PM ET",7.667,"WAS"
"DST","Browns ",2300,"MIN@CLE 10/29/2017 09:30AM ET",5.714,"CLE"
"DST","Colts ",2300,"IND@CIN 10/29/2017 01:00PM ET",5.714,"IND"
"DST","Cowboys ",2300,"DAL@WAS 10/29/2017 04:25PM ET",6.333,"DAL"
"DST","Jets ",2200,"ATL@NYJ 10/29/2017 01:00PM ET",5.143,"NYJ"
"DST","49ers ",2100,"SF@PHI 10/29/2017 01:00PM ET",3.857,"SF"
