"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"RB","Kerwynn Williams",3200,"ARI@LAR 10/22/2017 01:00PM ET",2.300,"ARI"
"WR","Michael Floyd",3200,"BAL@MIN 10/22/2017 01:00PM ET",2.200,"MIN"
"DST","Steelers ",3200,"CIN@PIT 10/22/2017 04:25PM ET",10.000,"PIT"
"WR","John Ross",3200,"CIN@PIT 10/22/2017 04:25PM ET",0.200,"CIN"
"WR","Trent Taylor",3200,"DAL@SF 10/22/2017 04:05PM ET",5.167,"SF"
"WR","Nick Williams",3200,"ATL@NE 10/22/2017 08:30PM ET",6.000,"ATL"
"TE","Nick O'Leary",3100,"TB@BUF 10/22/2017 01:00PM ET",3.540,"BUF"
"WR","Tavon Austin",3100,"ARI@LAR 10/22/2017 01:00PM ET",3.617,"LAR"
"DST","Dolphins ",3100,"NYJ@MIA 10/22/2017 01:00PM ET",6.800,"MIA"
"WR","Jakeem Grant",3100,"NYJ@MIA 10/22/2017 01:00PM ET",0.900,"MIA"
"WR","Tyler Boyd",3100,"CIN@PIT 10/22/2017 04:25PM ET",2.575,"CIN"
"RB","Taiwan Jones",3000,"TB@BUF 10/22/2017 01:00PM ET",0.000,"BUF"
"RB","Joe Banyard",3000,"TB@BUF 10/22/2017 01:00PM ET",0.000,"BUF"
"RB","Patrick DiMarco",3000,"TB@BUF 10/22/2017 01:00PM ET",0.260,"BUF"
"WR","Walter Powell",3000,"TB@BUF 10/22/2017 01:00PM ET",0,"BUF"
"WR","Kaelin Clay",3000,"TB@BUF 10/22/2017 01:00PM ET",0.950,"BUF"
"WR","Bernard Reedy",3000,"TB@BUF 10/22/2017 01:00PM ET",0.460,"TB"
"RB","Peyton Barber",3000,"TB@BUF 10/22/2017 01:00PM ET",0.980,"TB"
"WR","Chris Godwin",3000,"TB@BUF 10/22/2017 01:00PM ET",2.220,"TB"
"RB","Fozzy Whittaker",3000,"CAR@CHI 10/22/2017 01:00PM ET",2.233,"CAR"
"RB","Benny Cunningham",3000,"CAR@CHI 10/22/2017 01:00PM ET",4.120,"CHI"
"WR","Josh Bellamy",3000,"CAR@CHI 10/22/2017 01:00PM ET",3.567,"CHI"
"RB","Michael Burton",3000,"CAR@CHI 10/22/2017 01:00PM ET",0.417,"CHI"
"WR","Tre McBride",3000,"CAR@CHI 10/22/2017 01:00PM ET",0.933,"CHI"
"WR","Damiere Byrd",3000,"CAR@CHI 10/22/2017 01:00PM ET",0.300,"CAR"
"RB","Cameron Artis-Payne",3000,"CAR@CHI 10/22/2017 01:00PM ET",0.000,"CAR"
"WR","Tanner Gentry",3000,"CAR@CHI 10/22/2017 01:00PM ET",2.350,"CHI"
"RB","Taquan Mizzell",3000,"CAR@CHI 10/22/2017 01:00PM ET",0,"CHI"
"RB","Alex Armah",3000,"CAR@CHI 10/22/2017 01:00PM ET",0.000,"CAR"
"WR","Eric Weems",3000,"TEN@CLE 10/22/2017 01:00PM ET",0.000,"TEN"
"WR","James Wright",3000,"TEN@CLE 10/22/2017 01:00PM ET",0,"CLE"
"RB","Jalston Fowler",3000,"TEN@CLE 10/22/2017 01:00PM ET",1.050,"TEN"
"RB","David Fluellen",3000,"TEN@CLE 10/22/2017 01:00PM ET",0.350,"TEN"
"WR","Sammie Coates",3000,"TEN@CLE 10/22/2017 01:00PM ET",0.525,"CLE"
"WR","Darius Jennings",3000,"TEN@CLE 10/22/2017 01:00PM ET",0,"TEN"
"WR","Bryce Treggs",3000,"TEN@CLE 10/22/2017 01:00PM ET",3.900,"CLE"
"RB","Danny Vitale",3000,"TEN@CLE 10/22/2017 01:00PM ET",0.283,"CLE"
"RB","Matthew Dayes",3000,"TEN@CLE 10/22/2017 01:00PM ET",0.633,"CLE"
"DST","Saints ",3000,"NO@GB 10/22/2017 01:00PM ET",12.000,"NO"
"TE","Coby Fleener",3000,"NO@GB 10/22/2017 01:00PM ET",7.180,"NO"
"RB","Zach Line",3000,"NO@GB 10/22/2017 01:00PM ET",0.000,"NO"
"RB","Aaron Ripkowski",3000,"NO@GB 10/22/2017 01:00PM ET",0.733,"GB"
"WR","Tommylee Lewis",3000,"NO@GB 10/22/2017 01:00PM ET",4.050,"NO"
"WR","Trevor Davis",3000,"NO@GB 10/22/2017 01:00PM ET",0.317,"GB"
"RB","Trey Edmunds",3000,"NO@GB 10/22/2017 01:00PM ET",0.000,"NO"
"WR","Austin Carr",3000,"NO@GB 10/22/2017 01:00PM ET",0.000,"NO"
"RB","Devante Mays",3000,"NO@GB 10/22/2017 01:00PM ET",0.000,"GB"
"WR","Arrelious Benn",3000,"JAX@IND 10/22/2017 01:00PM ET",0.367,"JAX"
"WR","Kamar Aiken",3000,"JAX@IND 10/22/2017 01:00PM ET",3.167,"IND"
"RB","George Winn",3000,"JAX@IND 10/22/2017 01:00PM ET",0,"IND"
"RB","Tommy Bohanon",3000,"JAX@IND 10/22/2017 01:00PM ET",2.050,"JAX"
"WR","Quan Bray",3000,"JAX@IND 10/22/2017 01:00PM ET",0.533,"IND"
"WR","Max McCaffrey",3000,"JAX@IND 10/22/2017 01:00PM ET",0.280,"JAX"
"RB","Matt Jones",3000,"JAX@IND 10/22/2017 01:00PM ET",0.700,"IND"
"WR","Chester Rogers",3000,"JAX@IND 10/22/2017 01:00PM ET",0.000,"IND"
"WR","Keelan Cole",3000,"JAX@IND 10/22/2017 01:00PM ET",1.783,"JAX"
"WR","Dede Westbrook",3000,"JAX@IND 10/22/2017 01:00PM ET",0,"JAX"
"RB","Lance Dunbar",3000,"ARI@LAR 10/22/2017 01:00PM ET",0,"LAR"
"RB","Elijhaa Penny",3000,"ARI@LAR 10/22/2017 01:00PM ET",0.283,"ARI"
"WR","Brittan Golden",3000,"ARI@LAR 10/22/2017 01:00PM ET",1.167,"ARI"
"RB","D.J. Foster",3000,"ARI@LAR 10/22/2017 01:00PM ET",0,"ARI"
"RB","Justin Davis",3000,"ARI@LAR 10/22/2017 01:00PM ET",0.050,"LAR"
"RB","T.J. Logan",3000,"ARI@LAR 10/22/2017 01:00PM ET",0,"ARI"
"WR","Pharoh Cooper",3000,"ARI@LAR 10/22/2017 01:00PM ET",1.767,"LAR"
"WR","Chad Williams",3000,"ARI@LAR 10/22/2017 01:00PM ET",2.150,"ARI"
"WR","Josh Reynolds",3000,"ARI@LAR 10/22/2017 01:00PM ET",0.633,"LAR"
"WR","Michael Thomas",3000,"ARI@LAR 10/22/2017 01:00PM ET",0.000,"LAR"
"DST","Jets ",3000,"NYJ@MIA 10/22/2017 01:00PM ET",5.000,"NYJ"
"RB","Travaris Cadet",3000,"NYJ@MIA 10/22/2017 01:00PM ET",1.967,"NYJ"
"RB","Senorise Perry",3000,"NYJ@MIA 10/22/2017 01:00PM ET",0.000,"MIA"
"WR","Rashawn Scott",3000,"NYJ@MIA 10/22/2017 01:00PM ET",0,"MIA"
"RB","Lawrence Thomas",3000,"NYJ@MIA 10/22/2017 01:00PM ET",0.800,"NYJ"
"WR","Leonte Carroo",3000,"NYJ@MIA 10/22/2017 01:00PM ET",0.000,"MIA"
"WR","Jalin Marshall",3000,"NYJ@MIA 10/22/2017 01:00PM ET",0,"NYJ"
"WR","Lucky Whitehead",3000,"NYJ@MIA 10/22/2017 01:00PM ET",0,"NYJ"
"WR","ArDarius Stewart",3000,"NYJ@MIA 10/22/2017 01:00PM ET",1.567,"NYJ"
"WR","Chad Hansen",3000,"NYJ@MIA 10/22/2017 01:00PM ET",0.000,"NYJ"
"WR","Isaiah Ford",3000,"NYJ@MIA 10/22/2017 01:00PM ET",0,"MIA"
"TE","Benjamin Watson",3000,"BAL@MIN 10/22/2017 01:00PM ET",7.933,"BAL"
"RB","Bobby Rainey",3000,"BAL@MIN 10/22/2017 01:00PM ET",9.100,"BAL"
"WR","Jarius Wright",3000,"BAL@MIN 10/22/2017 01:00PM ET",2.317,"MIN"
"WR","Chris Matthews",3000,"BAL@MIN 10/22/2017 01:00PM ET",0.917,"BAL"
"WR","Chris Moore",3000,"BAL@MIN 10/22/2017 01:00PM ET",2.467,"BAL"
"WR","Breshad Perriman",3000,"BAL@MIN 10/22/2017 01:00PM ET",1.100,"BAL"
"WR","Stacy Coley",3000,"BAL@MIN 10/22/2017 01:00PM ET",0.000,"MIN"
"WR","Rodney Adams",3000,"BAL@MIN 10/22/2017 01:00PM ET",0,"MIN"
"RB","C.J. Ham",3000,"BAL@MIN 10/22/2017 01:00PM ET",1.733,"MIN"
"WR","Darrius Heyward-Bey",3000,"CIN@PIT 10/22/2017 04:25PM ET",0.050,"PIT"
"WR","Justin Hunter",3000,"CIN@PIT 10/22/2017 04:25PM ET",1.550,"PIT"
"RB","Roosevelt Nix",3000,"CIN@PIT 10/22/2017 04:25PM ET",0.000,"PIT"
"TE","Tyler Kroft",3000,"CIN@PIT 10/22/2017 04:25PM ET",7.980,"CIN"
"WR","Eli Rogers",3000,"CIN@PIT 10/22/2017 04:25PM ET",2.600,"PIT"
"RB","Tra Carson",3000,"CIN@PIT 10/22/2017 04:25PM ET",0,"CIN"
"RB","Terrell Watson",3000,"CIN@PIT 10/22/2017 04:25PM ET",0.133,"PIT"
"WR","Alex Erickson",3000,"CIN@PIT 10/22/2017 04:25PM ET",2.400,"CIN"
"WR","Cody Core",3000,"CIN@PIT 10/22/2017 04:25PM ET",0.000,"CIN"
"WR","Josh Malone",3000,"CIN@PIT 10/22/2017 04:25PM ET",0,"CIN"
"RB","Kyle Juszczyk",3000,"DAL@SF 10/22/2017 04:05PM ET",4.620,"SF"
"RB","Keith Smith",3000,"DAL@SF 10/22/2017 04:05PM ET",0.600,"DAL"
"RB","Raheem Mostert",3000,"DAL@SF 10/22/2017 04:05PM ET",0.333,"SF"
"WR","Ryan Switzer",3000,"DAL@SF 10/22/2017 04:05PM ET",-0.080,"DAL"
"WR","Victor Bolden Jr.",3000,"DAL@SF 10/22/2017 04:05PM ET",0.000,"SF"
"WR","Kendrick Bourne",3000,"DAL@SF 10/22/2017 04:05PM ET",0.000,"SF"
"WR","Noah Brown",3000,"DAL@SF 10/22/2017 04:05PM ET",0.767,"DAL"
"WR","Dontrelle Inman",3000,"DEN@LAC 10/22/2017 04:25PM ET",0.725,"LAC"
"WR","Jordan Taylor",3000,"DEN@LAC 10/22/2017 04:25PM ET",2.800,"DEN"
"RB","Andre Williams",3000,"DEN@LAC 10/22/2017 04:25PM ET",0.000,"LAC"
"RB","Derek Watt",3000,"DEN@LAC 10/22/2017 04:25PM ET",0.000,"LAC"
"WR","Cody Latimer",3000,"DEN@LAC 10/22/2017 04:25PM ET",1.400,"DEN"
"RB","Andy Janovich",3000,"DEN@LAC 10/22/2017 04:25PM ET",0.040,"DEN"
"WR","Isaiah McKenzie",3000,"DEN@LAC 10/22/2017 04:25PM ET",0.280,"DEN"
"RB","Tre Madden",3000,"SEA@NYG 10/22/2017 04:25PM ET",0.000,"SEA"
"WR","Tanner McEvoy",3000,"SEA@NYG 10/22/2017 04:25PM ET",-0.200,"SEA"
"WR","Amara Darboh",3000,"SEA@NYG 10/22/2017 04:25PM ET",1.120,"SEA"
"WR","Matthew Slater",3000,"ATL@NE 10/22/2017 08:30PM ET",0.000,"NE"
"RB","James Develin",3000,"ATL@NE 10/22/2017 08:30PM ET",0.833,"NE"
"RB","Derrick Coleman",3000,"ATL@NE 10/22/2017 08:30PM ET",0.420,"ATL"
"RB","Brandon Bolden",3000,"ATL@NE 10/22/2017 08:30PM ET",0.000,"NE"
"RB","Terron Ward",3000,"ATL@NE 10/22/2017 08:30PM ET",0.000,"ATL"
"WR","Brian Quick",3000,"WAS@PHI 10/23/2017 08:30PM ET",0.525,"WAS"
"RB","Mack Brown",3000,"WAS@PHI 10/23/2017 08:30PM ET",2.500,"WAS"
"WR","Marcus Johnson",3000,"WAS@PHI 10/23/2017 08:30PM ET",0.840,"PHI"
"WR","Mack Hollins",3000,"WAS@PHI 10/23/2017 08:30PM ET",2.000,"PHI"
"WR","Shelton Gibson",3000,"WAS@PHI 10/23/2017 08:30PM ET",0,"PHI"
"TE","David Njoku",2900,"TEN@CLE 10/22/2017 01:00PM ET",7.317,"CLE"
"DST","Ravens ",2900,"BAL@MIN 10/22/2017 01:00PM ET",12.167,"BAL"
"TE","Jesse James",2900,"CIN@PIT 10/22/2017 04:25PM ET",7.517,"PIT"
"DST","Colts ",2800,"JAX@IND 10/22/2017 01:00PM ET",5.833,"IND"
"TE","Antonio Gates",2800,"DEN@LAC 10/22/2017 04:25PM ET",4.917,"LAC"
"TE","A.J. Derby",2800,"DEN@LAC 10/22/2017 04:25PM ET",5.480,"DEN"
"DST","Eagles ",2800,"WAS@PHI 10/23/2017 08:30PM ET",8.667,"PHI"
"DST","Buccaneers ",2700,"TB@BUF 10/22/2017 01:00PM ET",6.800,"TB"
"TE","Tyler Higbee",2700,"ARI@LAR 10/22/2017 01:00PM ET",4.600,"LAR"
"TE","Dwayne Allen",2700,"ATL@NE 10/22/2017 08:30PM ET",0.000,"NE"
"TE","Logan Thomas",2600,"TB@BUF 10/22/2017 01:00PM ET",0.260,"BUF"
"TE","O.J. Howard",2600,"TB@BUF 10/22/2017 01:00PM ET",4.340,"TB"
"TE","Dion Sims",2600,"CAR@CHI 10/22/2017 01:00PM ET",3.633,"CHI"
"TE","Seth DeValve",2600,"TEN@CLE 10/22/2017 01:00PM ET",6.117,"CLE"
"TE","Jonnu Smith",2600,"TEN@CLE 10/22/2017 01:00PM ET",4.917,"TEN"
"TE","Marcedes Lewis",2600,"JAX@IND 10/22/2017 01:00PM ET",5.100,"JAX"
"DST","Rams ",2600,"ARI@LAR 10/22/2017 01:00PM ET",11.500,"LAR"
"TE","Jermaine Gresham",2600,"ARI@LAR 10/22/2017 01:00PM ET",5.240,"ARI"
"TE","Gerald Everett",2600,"ARI@LAR 10/22/2017 01:00PM ET",4.733,"LAR"
"TE","Julius Thomas",2600,"NYJ@MIA 10/22/2017 01:00PM ET",4.560,"MIA"
"TE","Vance McDonald",2600,"CIN@PIT 10/22/2017 04:25PM ET",0.720,"PIT"
"DST","Giants ",2600,"SEA@NYG 10/22/2017 04:25PM ET",6.500,"NYG"
"TE","Luke Willson",2600,"SEA@NYG 10/22/2017 04:25PM ET",5.480,"SEA"
"TE","Luke Stocker",2500,"TB@BUF 10/22/2017 01:00PM ET",0.300,"TB"
"TE","Khari Lee",2500,"TB@BUF 10/22/2017 01:00PM ET",0,"BUF"
"TE","Antony Auclair",2500,"TB@BUF 10/22/2017 01:00PM ET",0.000,"TB"
"TE","Andrew DePaola",2500,"CAR@CHI 10/22/2017 01:00PM ET",0.000,"CHI"
"TE","Daniel Brown",2500,"CAR@CHI 10/22/2017 01:00PM ET",0.000,"CHI"
"TE","Chris Manhertz",2500,"CAR@CHI 10/22/2017 01:00PM ET",0.000,"CAR"
"TE","Adam Shaheen",2500,"CAR@CHI 10/22/2017 01:00PM ET",1.200,"CHI"
"TE","Beau Brinkley",2500,"TEN@CLE 10/22/2017 01:00PM ET",0.000,"TEN"
"TE","Randall Telfer",2500,"TEN@CLE 10/22/2017 01:00PM ET",0.733,"CLE"
"TE","Phillip Supernaw",2500,"TEN@CLE 10/22/2017 01:00PM ET",1.817,"TEN"
"TE","Lance Kendricks",2500,"NO@GB 10/22/2017 01:00PM ET",3.567,"GB"
"TE","Michael Hoomanawanui",2500,"NO@GB 10/22/2017 01:00PM ET",2.960,"NO"
"TE","Josh Hill",2500,"NO@GB 10/22/2017 01:00PM ET",1.440,"NO"
"TE","Richard Rodgers",2500,"NO@GB 10/22/2017 01:00PM ET",1.133,"GB"
"TE","Brandon Williams",2500,"JAX@IND 10/22/2017 01:00PM ET",2.267,"IND"
"TE","Erik Swoope",2500,"JAX@IND 10/22/2017 01:00PM ET",0,"IND"
"TE","James O'Shaughnessy",2500,"JAX@IND 10/22/2017 01:00PM ET",1.350,"JAX"
"TE","Ben Koyack",2500,"JAX@IND 10/22/2017 01:00PM ET",0.517,"JAX"
"TE","Henry Krieger-Coble",2500,"JAX@IND 10/22/2017 01:00PM ET",0.000,"IND"
"TE","Darrell Daniels",2500,"JAX@IND 10/22/2017 01:00PM ET",0.650,"IND"
"TE","Ifeanyi Momah",2500,"ARI@LAR 10/22/2017 01:00PM ET",0.933,"ARI"
"TE","Troy Niklas",2500,"ARI@LAR 10/22/2017 01:00PM ET",2.433,"ARI"
"TE","Derek Carrier",2500,"ARI@LAR 10/22/2017 01:00PM ET",1.133,"LAR"
"TE","Ricky Seals-Jones",2500,"ARI@LAR 10/22/2017 01:00PM ET",0.000,"ARI"
"TE","Anthony Fasano",2500,"NYJ@MIA 10/22/2017 01:00PM ET",0.000,"MIA"
"TE","MarQueis Gray",2500,"NYJ@MIA 10/22/2017 01:00PM ET",0.000,"MIA"
"TE","Eric Tomlinson",2500,"NYJ@MIA 10/22/2017 01:00PM ET",2.225,"NYJ"
"TE","Jordan Leggett",2500,"NYJ@MIA 10/22/2017 01:00PM ET",0.000,"NYJ"
"TE","Kevin McDermott",2500,"BAL@MIN 10/22/2017 01:00PM ET",0.000,"MIN"
"TE","Blake Bell",2500,"BAL@MIN 10/22/2017 01:00PM ET",0.367,"MIN"
"TE","Nick Boyle",2500,"BAL@MIN 10/22/2017 01:00PM ET",3.950,"BAL"
"TE","David Morgan",2500,"BAL@MIN 10/22/2017 01:00PM ET",0.000,"MIN"
"TE","Maxx Williams",2500,"BAL@MIN 10/22/2017 01:00PM ET",2.800,"BAL"
"TE","Vince Mayle",2500,"BAL@MIN 10/22/2017 01:00PM ET",1.033,"BAL"
"DST","Bengals ",2500,"CIN@PIT 10/22/2017 04:25PM ET",8.400,"CIN"
"TE","Clark Harris",2500,"CIN@PIT 10/22/2017 04:25PM ET",0.000,"CIN"
"TE","Ryan Hewitt",2500,"CIN@PIT 10/22/2017 04:25PM ET",0.650,"CIN"
"TE","Xavier Grimble",2500,"CIN@PIT 10/22/2017 04:25PM ET",0.000,"PIT"
"TE","C.J. Uzomah",2500,"CIN@PIT 10/22/2017 04:25PM ET",1.733,"CIN"
"TE","Cethan Carter",2500,"CIN@PIT 10/22/2017 04:25PM ET",0.000,"CIN"
"TE","Logan Paulsen",2500,"DAL@SF 10/22/2017 04:05PM ET",0.000,"SF"
"TE","Kyle Nelson",2500,"DAL@SF 10/22/2017 04:05PM ET",0.000,"SF"
"TE","Garrett Celek",2500,"DAL@SF 10/22/2017 04:05PM ET",2.100,"SF"
"TE","James Hanna",2500,"DAL@SF 10/22/2017 04:05PM ET",1.960,"DAL"
"TE","Rico Gathers",2500,"DAL@SF 10/22/2017 04:05PM ET",0,"DAL"
"TE","Cole Hikutini",2500,"DAL@SF 10/22/2017 04:05PM ET",0.000,"SF"
"TE","Geoff Swaim",2500,"DAL@SF 10/22/2017 04:05PM ET",0.000,"DAL"
"TE","Virgil Green",2500,"DEN@LAC 10/22/2017 04:25PM ET",4.540,"DEN"
"TE","Sean McGrath",2500,"DEN@LAC 10/22/2017 04:25PM ET",0.400,"LAC"
"TE","Jeff Heuerman",2500,"DEN@LAC 10/22/2017 04:25PM ET",3.180,"DEN"
"TE","Sean Culkin",2500,"DEN@LAC 10/22/2017 04:25PM ET",0.000,"LAC"
"TE","Jake Butt",2500,"DEN@LAC 10/22/2017 04:25PM ET",0,"DEN"
"TE","Rhett Ellison",2500,"SEA@NYG 10/22/2017 04:25PM ET",2.833,"NYG"
"TE","Tyler Ott",2500,"SEA@NYG 10/22/2017 04:25PM ET",0.000,"SEA"
"TE","Matt LaCosse",2500,"SEA@NYG 10/22/2017 04:25PM ET",0.000,"NYG"
"TE","Nick Vannett",2500,"SEA@NYG 10/22/2017 04:25PM ET",0.860,"SEA"
"TE","Jerell Adams",2500,"SEA@NYG 10/22/2017 04:25PM ET",1.417,"NYG"
"TE","Levine Toilolo",2500,"ATL@NE 10/22/2017 08:30PM ET",1.020,"ATL"
"TE","Eric Saubert",2500,"ATL@NE 10/22/2017 08:30PM ET",0.000,"ATL"
"TE","Jacob Hollister",2500,"ATL@NE 10/22/2017 08:30PM ET",0.880,"NE"
"TE","Brent Celek",2500,"WAS@PHI 10/23/2017 08:30PM ET",0.600,"PHI"
"TE","Niles Paul",2500,"WAS@PHI 10/23/2017 08:30PM ET",0.120,"WAS"
"TE","Trey Burton",2500,"WAS@PHI 10/23/2017 08:30PM ET",2.700,"PHI"
"TE","Jeremy Sprinkle",2500,"WAS@PHI 10/23/2017 08:30PM ET",0.000,"WAS"
"DST","Cardinals ",2400,"ARI@LAR 10/22/2017 01:00PM ET",5.167,"ARI"
"DST","Chargers ",2400,"DEN@LAC 10/22/2017 04:25PM ET",5.500,"LAC"
"DST","Redskins ",2400,"WAS@PHI 10/23/2017 08:30PM ET",8.400,"WAS"
"DST","Browns ",2300,"TEN@CLE 10/22/2017 01:00PM ET",5.333,"CLE"
"DST","Packers ",2300,"NO@GB 10/22/2017 01:00PM ET",7.167,"GB"
"DST","Patriots ",2300,"ATL@NE 10/22/2017 08:30PM ET",4.667,"NE"
"DST","Bears ",2200,"CAR@CHI 10/22/2017 01:00PM ET",6.000,"CHI"
"DST","49ers ",2100,"DAL@SF 10/22/2017 04:05PM ET",5.167,"SF"
"DST","Falcons ",2100,"ATL@NE 10/22/2017 08:30PM ET",5.600,"ATL"
